perm,rf,rf_shap,variable,wv_rf,xgb,xgb_shap,task
0.0010218325608820759,0.0011314775292139234,0.002637223208629678,"fBodyAcc-bandsEnergy()-1,16.2",0.4160249691571473,0.00029676820849999785,0.000581878877710551,clf
0.0009067824253822363,0.0016577912344372208,0.0029805717121120013,"fBodyAcc-bandsEnergy()-17,32.2",0.746484667142741,0.001312870648689568,0.012739020399749279,clf
0.0005428557578172742,0.0002708862573327074,0.0009164959453234557,"fBodyAcc-bandsEnergy()-33,48.2",0.1335283655821055,0.00024027196923270824,0.00028550607385113835,clf
0.0004099957461581735,0.0002157137381319113,0.0005991458986238555,"fBodyAcc-bandsEnergy()-49,64.2",0.09982887580418223,0.000239511369727552,0.0002042806736426428,clf
0.0010370292000592297,0.0007345966169047057,0.0023038980654114844,"fBodyAcc-bandsEnergy()-1,24.2",0.13587028927311176,0.0,0.0,clf
0.0008441158097608497,0.0008957831654728928,0.0035153613340629165,"fBodyAcc-bandsEnergy()-25,48.2",0.3674515670316848,0.0002732576103881001,0.0003076368011534214,clf
0.006349591415505256,0.003657007432260175,0.01608931490295631,fBodyAccJerk-mean()-X,1.0035255904357112,0.00010735941032180564,0.00022903893841430542,clf
0.0017812713511065547,0.002788108913522243,0.010410501120136115,fBodyAccJerk-mean()-Y,0.8283775718073816,0.00032365589868277317,0.0008038416272029282,clf
0.0027917730438500386,0.002320744631791602,0.0052809433865593615,fBodyAccJerk-mean()-Z,0.31153787556432105,0.0004383112827781588,0.002211105078458786,clf
0.005139603432256074,0.004255481007726357,0.020271403617725968,fBodyAccJerk-std()-X,1.466109608946788,0.0001822634367272257,0.0002583460882306099,clf
0.010011522344270595,0.002885359534014241,0.014998411345972825,fBodyAccJerk-std()-Y,0.7307161995481982,0.003646713681519032,0.3458843529224396,clf
0.0009898838893084288,0.0006852906765428738,0.0035224522275601796,fBodyAccJerk-std()-Z,0.5789585798502559,0.0012547636870294812,0.011533781886100769,clf
0.005069698205390551,0.003979190658429235,0.014446988580300269,fBodyAccJerk-mad()-X,4.8489739567934365,0.00018232838192488998,0.0001813539856811985,clf
0.0017990965600709445,0.003271292960931529,0.007333289357973986,fBodyAccJerk-mad()-Y,1.489690883573196,0.0010692302603274584,0.0089152492582798,clf
0.0007926431681915782,0.0018186098036552351,0.002277082608323992,fBodyAccJerk-mad()-Z,0.4761327708524536,0.001024151686578989,0.010173722170293331,clf
0.0025773427919269557,0.003247070525681221,0.012172712410232371,fBodyAccJerk-max()-X,2.551906234987706,0.0003720629028975964,0.0006071213865652678,clf
