model,method,k,metric,value,task
SVM,xgb,100,ACC,0.9689320388349515,clf
SVM,xgb,100,ACC,0.9592034968431278,clf
SVM,perm,1,ACC,0.37912621359223303,clf
SVM,perm,1,ACC,0.36941747572815536,clf
SVM,perm,1,ACC,0.3859223300970874,clf
SVM,perm,1,ACC,0.37475728155339805,clf
SVM,perm,1,ACC,0.36813987372510926,clf
SVM,perm,2,ACC,0.3859223300970874,clf
SVM,perm,2,ACC,0.3733009708737864,clf
SVM,perm,2,ACC,0.38932038834951455,clf
SVM,perm,2,ACC,0.37718446601941746,clf
SVM,perm,2,ACC,0.3705682370082564,clf
SVM,perm,3,ACC,0.3995145631067961,clf
SVM,perm,3,ACC,0.38398058252427186,clf
SVM,perm,3,ACC,0.3990291262135922,clf
SVM,perm,3,ACC,0.39174757281553396,clf
SVM,perm,3,ACC,0.37979601748421565,clf
SVM,perm,4,ACC,0.4087378640776699,clf
SVM,perm,4,ACC,0.39563106796116504,clf
SVM,perm,4,ACC,0.40436893203883495,clf
SVM,perm,4,ACC,0.40728155339805827,clf
SVM,perm,4,ACC,0.3904808159300631,clf
SVM,perm,5,ACC,0.4087378640776699,clf
SVM,perm,5,ACC,0.3995145631067961,clf
SVM,perm,5,ACC,0.41650485436893203,clf
SVM,perm,5,ACC,0.40631067961165046,clf
SVM,perm,5,ACC,0.3929091792132103,clf
SVM,perm,10,ACC,0.8466019417475729,clf
SVM,perm,10,ACC,0.841747572815534,clf
SVM,perm,10,ACC,0.8354368932038835,clf
SVM,perm,10,ACC,0.8315533980582525,clf
SVM,perm,10,ACC,0.8460417678484702,clf
SVM,perm,15,ACC,0.8859223300970874,clf
SVM,perm,15,ACC,0.8815533980582524,clf
SVM,perm,15,ACC,0.8776699029126214,clf
SVM,perm,15,ACC,0.8786407766990292,clf
SVM,perm,15,ACC,0.8824672170956775,clf
SVM,perm,20,ACC,0.8893203883495145,clf
SVM,perm,20,ACC,0.8941747572815534,clf
SVM,perm,20,ACC,0.8839805825242718,clf
SVM,perm,20,ACC,0.8849514563106796,clf
SVM,perm,20,ACC,0.8912093249150073,clf
SVM,perm,25,ACC,0.8951456310679612,clf
SVM,perm,25,ACC,0.8951456310679612,clf
SVM,perm,25,ACC,0.8878640776699029,clf
SVM,perm,25,ACC,0.8854368932038835,clf
SVM,perm,25,ACC,0.8907236522583779,clf
SVM,perm,50,ACC,0.912621359223301,clf
SVM,perm,50,ACC,0.903883495145631,clf
SVM,perm,50,ACC,0.9014563106796116,clf
SVM,perm,50,ACC,0.9014563106796116,clf
SVM,perm,50,ACC,0.9057795046138902,clf
SVM,perm,100,ACC,0.9262135922330097,clf
SVM,perm,100,ACC,0.9233009708737864,clf
SVM,perm,100,ACC,0.9121359223300971,clf
SVM,perm,100,ACC,0.9145631067961165,clf
SVM,perm,100,ACC,0.9164643030597377,clf
SVM,rf_shap,1,ACC,0.3796116504854369,clf
SVM,rf_shap,1,ACC,0.3699029126213592,clf
SVM,rf_shap,1,ACC,0.38786407766990294,clf
SVM,rf_shap,1,ACC,0.37524271844660195,clf
SVM,rf_shap,1,ACC,0.36813987372510926,clf
SVM,rf_shap,2,ACC,0.4092233009708738,clf
SVM,rf_shap,2,ACC,0.39854368932038836,clf
SVM,rf_shap,2,ACC,0.40194174757281553,clf
SVM,rf_shap,2,ACC,0.40679611650485437,clf
SVM,rf_shap,2,ACC,0.39242350655658087,clf
SVM,rf_shap,3,ACC,0.4111650485436893,clf
SVM,rf_shap,3,ACC,0.40194174757281553,clf
SVM,rf_shap,3,ACC,0.40194174757281553,clf
SVM,rf_shap,3,ACC,0.4087378640776699,clf
SVM,rf_shap,3,ACC,0.3963088878096163,clf
SVM,rf_shap,4,ACC,0.4087378640776699,clf
SVM,rf_shap,4,ACC,0.39563106796116504,clf
SVM,rf_shap,4,ACC,0.40436893203883495,clf
SVM,rf_shap,4,ACC,0.40728155339805827,clf
SVM,rf_shap,4,ACC,0.3904808159300631,clf
SVM,rf_shap,5,ACC,0.4087378640776699,clf
SVM,rf_shap,5,ACC,0.3995145631067961,clf
SVM,rf_shap,5,ACC,0.41650485436893203,clf
SVM,rf_shap,5,ACC,0.40631067961165046,clf
SVM,rf_shap,5,ACC,0.3929091792132103,clf
SVM,rf_shap,10,ACC,0.6737864077669903,clf
SVM,rf_shap,10,ACC,0.6718446601941748,clf
SVM,rf_shap,10,ACC,0.6825242718446602,clf
SVM,rf_shap,10,ACC,0.6611650485436893,clf
SVM,rf_shap,10,ACC,0.6711996114618747,clf
SVM,rf_shap,15,ACC,0.8577669902912621,clf
SVM,rf_shap,15,ACC,0.8548543689320388,clf
SVM,rf_shap,15,ACC,0.8543689320388349,clf
SVM,rf_shap,15,ACC,0.8436893203883495,clf
SVM,rf_shap,15,ACC,0.8411850412821759,clf
SVM,rf_shap,20,ACC,0.8815533980582524,clf
SVM,rf_shap,20,ACC,0.8796116504854369,clf
SVM,rf_shap,20,ACC,0.875242718446602,clf
SVM,rf_shap,20,ACC,0.8737864077669902,clf
SVM,rf_shap,20,ACC,0.8712967459932006,clf
SVM,rf_shap,25,ACC,0.887378640776699,clf
SVM,rf_shap,25,ACC,0.8786407766990292,clf
SVM,rf_shap,25,ACC,0.8742718446601941,clf
SVM,rf_shap,25,ACC,0.8723300970873786,clf
SVM,rf_shap,25,ACC,0.8780961631860126,clf
SVM,rf_shap,50,ACC,0.9145631067961165,clf
SVM,rf_shap,50,ACC,0.9111650485436893,clf
SVM,rf_shap,50,ACC,0.903883495145631,clf
SVM,rf_shap,50,ACC,0.9024271844660194,clf
SVM,rf_shap,50,ACC,0.907722195240408,clf
SVM,rf_shap,100,ACC,0.9218446601941748,clf
SVM,rf_shap,100,ACC,0.9218446601941748,clf
SVM,rf_shap,100,ACC,0.9131067961165048,clf
SVM,rf_shap,100,ACC,0.912621359223301,clf
SVM,rf_shap,100,ACC,0.9169499757163672,clf
SVM,rf,1,ACC,0.3796116504854369,clf
SVM,rf,1,ACC,0.3699029126213592,clf
SVM,rf,1,ACC,0.38786407766990294,clf
SVM,rf,1,ACC,0.37524271844660195,clf
SVM,rf,1,ACC,0.36813987372510926,clf
SVM,rf,2,ACC,0.4092233009708738,clf
SVM,rf,2,ACC,0.39854368932038836,clf
SVM,rf,2,ACC,0.40194174757281553,clf
SVM,rf,2,ACC,0.40679611650485437,clf
SVM,rf,2,ACC,0.39242350655658087,clf
SVM,rf,3,ACC,0.4092233009708738,clf
SVM,rf,3,ACC,0.3995145631067961,clf
SVM,rf,3,ACC,0.41650485436893203,clf
SVM,rf,3,ACC,0.40679611650485437,clf
SVM,rf,3,ACC,0.39436619718309857,clf
SVM,rf,4,ACC,0.4097087378640777,clf
SVM,rf,4,ACC,0.3995145631067961,clf
SVM,rf,4,ACC,0.41650485436893203,clf
SVM,rf,4,ACC,0.40631067961165046,clf
SVM,rf,4,ACC,0.39242350655658087,clf
SVM,rf,5,ACC,0.4087378640776699,clf
SVM,rf,5,ACC,0.3995145631067961,clf
SVM,rf,5,ACC,0.41650485436893203,clf
SVM,rf,5,ACC,0.40631067961165046,clf
SVM,rf,5,ACC,0.3929091792132103,clf
SVM,rf,10,ACC,0.5422330097087379,clf
SVM,rf,10,ACC,0.5402912621359224,clf
SVM,rf,10,ACC,0.5514563106796116,clf
SVM,rf,10,ACC,0.5398058252427185,clf
SVM,rf,10,ACC,0.5284118504128218,clf
SVM,rf,15,ACC,0.816990291262136,clf
SVM,rf,15,ACC,0.824757281553398,clf
SVM,rf,15,ACC,0.8155339805825242,clf
SVM,rf,15,ACC,0.8053398058252427,clf
SVM,rf,15,ACC,0.8023312287518213,clf
SVM,rf,20,ACC,0.8830097087378641,clf
SVM,rf,20,ACC,0.8825242718446602,clf
SVM,rf,20,ACC,0.8810679611650486,clf
SVM,rf,20,ACC,0.8733009708737864,clf
SVM,rf,20,ACC,0.8703254006799417,clf
SVM,rf,25,ACC,0.9063106796116505,clf
SVM,rf,25,ACC,0.9009708737864077,clf
SVM,rf,25,ACC,0.8936893203883495,clf
SVM,rf,25,ACC,0.891747572815534,clf
SVM,rf,25,ACC,0.8902379796017484,clf
SVM,rf,50,ACC,0.9174757281553398,clf
SVM,rf,50,ACC,0.9155339805825242,clf
SVM,rf,50,ACC,0.9087378640776699,clf
SVM,rf,50,ACC,0.9024271844660194,clf
SVM,rf,50,ACC,0.9091792132102963,clf
SVM,rf,100,ACC,0.9247572815533981,clf
SVM,rf,100,ACC,0.9257281553398058,clf
SVM,rf,100,ACC,0.9135922330097087,clf
SVM,rf,100,ACC,0.9145631067961165,clf
SVM,rf,100,ACC,0.9159786304031083,clf
SVM,wv_rf,1,ACC,0.3796116504854369,clf
SVM,wv_rf,1,ACC,0.3699029126213592,clf
SVM,wv_rf,1,ACC,0.38786407766990294,clf
SVM,wv_rf,1,ACC,0.37524271844660195,clf
SVM,wv_rf,1,ACC,0.36813987372510926,clf
SVM,wv_rf,2,ACC,0.579126213592233,clf
SVM,wv_rf,2,ACC,0.5650485436893203,clf
SVM,wv_rf,2,ACC,0.579611650485437,clf
SVM,wv_rf,2,ACC,0.5786407766990291,clf
SVM,wv_rf,2,ACC,0.5730937348227295,clf
SVM,wv_rf,3,ACC,0.6873786407766991,clf
SVM,wv_rf,3,ACC,0.6674757281553398,clf
SVM,wv_rf,3,ACC,0.6742718446601942,clf
SVM,wv_rf,3,ACC,0.6747572815533981,clf
SVM,wv_rf,3,ACC,0.6721709567751336,clf
SVM,wv_rf,4,ACC,0.6970873786407767,clf
SVM,wv_rf,4,ACC,0.6742718446601942,clf
SVM,wv_rf,4,ACC,0.6815533980582524,clf
SVM,wv_rf,4,ACC,0.683009708737864,clf
SVM,wv_rf,4,ACC,0.6745993200582807,clf
SVM,wv_rf,5,ACC,0.6932038834951456,clf
SVM,wv_rf,5,ACC,0.6771844660194175,clf
SVM,wv_rf,5,ACC,0.6844660194174758,clf
SVM,wv_rf,5,ACC,0.6800970873786408,clf
SVM,wv_rf,5,ACC,0.6799417192812045,clf
SVM,wv_rf,10,ACC,0.75,clf
SVM,wv_rf,10,ACC,0.7359223300970874,clf
SVM,wv_rf,10,ACC,0.7383495145631068,clf
SVM,wv_rf,10,ACC,0.7427184466019418,clf
SVM,wv_rf,10,ACC,0.7391937833899952,clf
SVM,wv_rf,15,ACC,0.7868932038834952,clf
SVM,wv_rf,15,ACC,0.766504854368932,clf
SVM,wv_rf,15,ACC,0.7660194174757281,clf
SVM,wv_rf,15,ACC,0.7747572815533981,clf
SVM,wv_rf,15,ACC,0.7702768334142788,clf
SVM,wv_rf,20,ACC,0.8548543689320388,clf
SVM,wv_rf,20,ACC,0.8490291262135923,clf
SVM,wv_rf,20,ACC,0.8432038834951456,clf
SVM,wv_rf,20,ACC,0.8553398058252427,clf
SVM,wv_rf,20,ACC,0.8513841670713939,clf
SVM,wv_rf,25,ACC,0.8694174757281553,clf
SVM,wv_rf,25,ACC,0.8650485436893204,clf
SVM,wv_rf,25,ACC,0.8572815533980582,clf
SVM,wv_rf,25,ACC,0.8645631067961165,clf
SVM,wv_rf,25,ACC,0.8669256920835356,clf
SVM,wv_rf,50,ACC,0.9033980582524271,clf
SVM,wv_rf,50,ACC,0.9053398058252428,clf
SVM,wv_rf,50,ACC,0.8970873786407767,clf
SVM,wv_rf,50,ACC,0.903883495145631,clf
SVM,wv_rf,50,ACC,0.9043224866440019,clf
SVM,wv_rf,100,ACC,0.9184466019417475,clf
SVM,wv_rf,100,ACC,0.9257281553398058,clf
SVM,wv_rf,100,ACC,0.9169902912621359,clf
SVM,wv_rf,100,ACC,0.9223300970873787,clf
SVM,wv_rf,100,ACC,0.922292374939291,clf
SVM,xgb_shap,1,ACC,0.37912621359223303,clf
SVM,xgb_shap,1,ACC,0.36941747572815536,clf
SVM,xgb_shap,1,ACC,0.3859223300970874,clf
SVM,xgb_shap,1,ACC,0.37475728155339805,clf
SVM,xgb_shap,1,ACC,0.36813987372510926,clf
SVM,xgb_shap,2,ACC,0.3932038834951456,clf
SVM,xgb_shap,2,ACC,0.37912621359223303,clf
SVM,xgb_shap,2,ACC,0.3927184466019418,clf
SVM,xgb_shap,2,ACC,0.3825242718446602,clf
SVM,xgb_shap,2,ACC,0.37542496357455074,clf
SVM,xgb_shap,3,ACC,0.6844660194174758,clf
SVM,xgb_shap,3,ACC,0.6669902912621359,clf
SVM,xgb_shap,3,ACC,0.6742718446601942,clf
SVM,xgb_shap,3,ACC,0.6718446601941748,clf
SVM,xgb_shap,3,ACC,0.6721709567751336,clf
SVM,xgb_shap,4,ACC,0.7990291262135922,clf
SVM,xgb_shap,4,ACC,0.791747572815534,clf
SVM,xgb_shap,4,ACC,0.7893203883495146,clf
SVM,xgb_shap,4,ACC,0.7883495145631068,clf
SVM,xgb_shap,4,ACC,0.7853326857697912,clf
SVM,xgb_shap,5,ACC,0.8548543689320388,clf
SVM,xgb_shap,5,ACC,0.858252427184466,clf
SVM,xgb_shap,5,ACC,0.8412621359223301,clf
SVM,xgb_shap,5,ACC,0.8553398058252427,clf
SVM,xgb_shap,5,ACC,0.8620689655172413,clf
SVM,xgb_shap,10,ACC,0.8733009708737864,clf
SVM,xgb_shap,10,ACC,0.870873786407767,clf
SVM,xgb_shap,10,ACC,0.8645631067961165,clf
SVM,xgb_shap,10,ACC,0.8694174757281553,clf
SVM,xgb_shap,10,ACC,0.875182127246236,clf
SVM,xgb_shap,15,ACC,0.8912621359223301,clf
SVM,xgb_shap,15,ACC,0.887378640776699,clf
SVM,xgb_shap,15,ACC,0.8864077669902912,clf
SVM,xgb_shap,15,ACC,0.8902912621359224,clf
SVM,xgb_shap,15,ACC,0.8878096163186012,clf
SVM,xgb_shap,20,ACC,0.903883495145631,clf
SVM,xgb_shap,20,ACC,0.8985436893203883,clf
SVM,xgb_shap,20,ACC,0.8946601941747573,clf
SVM,xgb_shap,20,ACC,0.8961165048543689,clf
SVM,xgb_shap,20,ACC,0.8946090335114133,clf
SVM,xgb_shap,25,ACC,0.912621359223301,clf
SVM,xgb_shap,25,ACC,0.9106796116504854,clf
SVM,xgb_shap,25,ACC,0.9077669902912622,clf
SVM,xgb_shap,25,ACC,0.9077669902912622,clf
SVM,xgb_shap,25,ACC,0.9043224866440019,clf
SVM,xgb_shap,50,ACC,0.9378640776699029,clf
SVM,xgb_shap,50,ACC,0.9364077669902913,clf
SVM,xgb_shap,50,ACC,0.9300970873786408,clf
SVM,xgb_shap,50,ACC,0.9383495145631068,clf
SVM,xgb_shap,50,ACC,0.9266634288489558,clf
SVM,xgb_shap,100,ACC,0.9514563106796117,clf
SVM,xgb_shap,100,ACC,0.9529126213592233,clf
SVM,xgb_shap,100,ACC,0.941747572815534,clf
SVM,xgb_shap,100,ACC,0.95,clf
SVM,xgb_shap,100,ACC,0.9422049538610976,clf
LR,xgb,1,ACC,0.466504854368932,clf
LR,xgb,1,ACC,0.46893203883495144,clf
LR,xgb,1,ACC,0.46893203883495144,clf
LR,xgb,1,ACC,0.4616504854368932,clf
LR,xgb,1,ACC,0.458960660514813,clf
LR,xgb,2,ACC,0.5567961165048544,clf
LR,xgb,2,ACC,0.5567961165048544,clf
LR,xgb,2,ACC,0.5679611650485437,clf
LR,xgb,2,ACC,0.5480582524271844,clf
LR,xgb,2,ACC,0.5492957746478874,clf
LR,xgb,3,ACC,0.55,clf
LR,xgb,3,ACC,0.5519417475728156,clf
LR,xgb,3,ACC,0.5621359223300971,clf
LR,xgb,3,ACC,0.5422330097087379,clf
LR,xgb,3,ACC,0.5420106847984458,clf
LR,xgb,4,ACC,0.6893203883495146,clf
LR,xgb,4,ACC,0.6932038834951456,clf
LR,xgb,4,ACC,0.6932038834951456,clf
LR,xgb,4,ACC,0.683009708737864,clf
LR,xgb,4,ACC,0.6813987372510928,clf
LR,xgb,5,ACC,0.6941747572815534,clf
LR,xgb,5,ACC,0.6966019417475728,clf
LR,xgb,5,ACC,0.6927184466019417,clf
LR,xgb,5,ACC,0.6868932038834952,clf
LR,xgb,5,ACC,0.6867411364740165,clf
LR,xgb,10,ACC,0.8533980582524272,clf
LR,xgb,10,ACC,0.866504854368932,clf
LR,xgb,10,ACC,0.8354368932038835,clf
LR,xgb,10,ACC,0.8495145631067961,clf
LR,xgb,10,ACC,0.8518698397280233,clf
LR,xgb,15,ACC,0.9048543689320389,clf
LR,xgb,15,ACC,0.9009708737864077,clf
LR,xgb,15,ACC,0.8990291262135922,clf
LR,xgb,15,ACC,0.9053398058252428,clf
LR,xgb,15,ACC,0.893152015541525,clf
LR,xgb,20,ACC,0.9296116504854369,clf
LR,xgb,20,ACC,0.9228155339805825,clf
LR,xgb,20,ACC,0.925242718446602,clf
LR,xgb,20,ACC,0.9266990291262136,clf
LR,xgb,20,ACC,0.9150072850898494,clf
LR,xgb,25,ACC,0.9320388349514563,clf
LR,xgb,25,ACC,0.9271844660194175,clf
LR,xgb,25,ACC,0.9315533980582524,clf
LR,xgb,25,ACC,0.9310679611650485,clf
LR,xgb,25,ACC,0.917921321029626,clf
LR,xgb,50,ACC,0.9490291262135923,clf
LR,xgb,50,ACC,0.9524271844660194,clf
LR,xgb,50,ACC,0.9422330097087379,clf
LR,xgb,50,ACC,0.954368932038835,clf
LR,xgb,50,ACC,0.9431762991743565,clf
LR,xgb,100,ACC,0.9674757281553398,clf
LR,xgb,100,ACC,0.9660194174757282,clf
LR,xgb,100,ACC,0.9640776699029127,clf
LR,xgb,100,ACC,0.9752427184466019,clf
LR,xgb,100,ACC,0.9660029140359397,clf
LR,perm,1,ACC,0.4116504854368932,clf
LR,perm,1,ACC,0.41019417475728154,clf
LR,perm,1,ACC,0.42572815533980585,clf
LR,perm,1,ACC,0.4145631067961165,clf
LR,perm,1,ACC,0.3977659057795046,clf
LR,perm,2,ACC,0.4179611650485437,clf
LR,perm,2,ACC,0.4116504854368932,clf
LR,perm,2,ACC,0.4300970873786408,clf
LR,perm,2,ACC,0.4184466019417476,clf
LR,perm,2,ACC,0.4035939776590578,clf
LR,perm,3,ACC,0.4344660194174757,clf
LR,perm,3,ACC,0.42475728155339804,clf
LR,perm,3,ACC,0.44660194174757284,clf
LR,perm,3,ACC,0.43980582524271844,clf
LR,perm,3,ACC,0.4191355026711996,clf
LR,perm,4,ACC,0.4762135922330097,clf
LR,perm,4,ACC,0.4640776699029126,clf
LR,perm,4,ACC,0.4645631067961165,clf
LR,perm,4,ACC,0.47184466019417476,clf
LR,perm,4,ACC,0.47790189412336087,clf
LR,perm,5,ACC,0.5004854368932039,clf
LR,perm,5,ACC,0.49223300970873785,clf
LR,perm,5,ACC,0.48349514563106794,clf
LR,perm,5,ACC,0.49902912621359224,clf
LR,perm,5,ACC,0.5021855269548324,clf
LR,perm,10,ACC,0.8723300970873786,clf
LR,perm,10,ACC,0.866504854368932,clf
LR,perm,10,ACC,0.858252427184466,clf
LR,perm,10,ACC,0.8548543689320388,clf
LR,perm,10,ACC,0.8625546381738708,clf
LR,perm,15,ACC,0.903883495145631,clf
LR,perm,15,ACC,0.9063106796116505,clf
LR,perm,15,ACC,0.8878640776699029,clf
LR,perm,15,ACC,0.8932038834951457,clf
LR,perm,15,ACC,0.8941233608547838,clf
LR,perm,20,ACC,0.9087378640776699,clf
LR,perm,20,ACC,0.9121359223300971,clf
LR,perm,20,ACC,0.9004854368932039,clf
LR,perm,20,ACC,0.9014563106796116,clf
LR,perm,20,ACC,0.9062651772705197,clf
LR,perm,25,ACC,0.9111650485436893,clf
LR,perm,25,ACC,0.9135922330097087,clf
LR,perm,25,ACC,0.9063106796116505,clf
LR,perm,25,ACC,0.9009708737864077,clf
LR,perm,25,ACC,0.907722195240408,clf
LR,perm,50,ACC,0.9262135922330097,clf
LR,perm,50,ACC,0.9281553398058252,clf
LR,perm,50,ACC,0.920873786407767,clf
LR,perm,50,ACC,0.9233009708737864,clf
LR,perm,50,ACC,0.9286061194754736,clf
LR,perm,100,ACC,0.9422330097087379,clf
LR,perm,100,ACC,0.9441747572815534,clf
LR,perm,100,ACC,0.9364077669902913,clf
LR,perm,100,ACC,0.9393203883495146,clf
LR,perm,100,ACC,0.9363768819815445,clf
LR,rf_shap,1,ACC,0.41699029126213594,clf
LR,rf_shap,1,ACC,0.41019417475728154,clf
LR,rf_shap,1,ACC,0.4266990291262136,clf
LR,rf_shap,1,ACC,0.41359223300970877,clf
LR,rf_shap,1,ACC,0.3987372510927635,clf
LR,rf_shap,2,ACC,0.4558252427184466,clf
LR,rf_shap,2,ACC,0.441747572815534,clf
LR,rf_shap,2,ACC,0.44805825242718444,clf
LR,rf_shap,2,ACC,0.4533980582524272,clf
LR,rf_shap,2,ACC,0.44779018941233606,clf
LR,rf_shap,3,ACC,0.46310679611650485,clf
LR,rf_shap,3,ACC,0.4524271844660194,clf
LR,rf_shap,3,ACC,0.4524271844660194,clf
LR,rf_shap,3,ACC,0.4587378640776699,clf
LR,rf_shap,3,ACC,0.4575036425449247,clf
LR,rf_shap,4,ACC,0.4762135922330097,clf
LR,rf_shap,4,ACC,0.4640776699029126,clf
LR,rf_shap,4,ACC,0.4645631067961165,clf
LR,rf_shap,4,ACC,0.47184466019417476,clf
LR,rf_shap,4,ACC,0.47790189412336087,clf
LR,rf_shap,5,ACC,0.5004854368932039,clf
LR,rf_shap,5,ACC,0.49223300970873785,clf
LR,rf_shap,5,ACC,0.48349514563106794,clf
LR,rf_shap,5,ACC,0.49902912621359224,clf
LR,rf_shap,5,ACC,0.5021855269548324,clf
LR,rf_shap,10,ACC,0.7796116504854369,clf
LR,rf_shap,10,ACC,0.7864077669902912,clf
LR,rf_shap,10,ACC,0.7805825242718447,clf
LR,rf_shap,10,ACC,0.7766990291262136,clf
LR,rf_shap,10,ACC,0.7761049052938319,clf
LR,rf_shap,15,ACC,0.8742718446601941,clf
LR,rf_shap,15,ACC,0.8757281553398059,clf
LR,rf_shap,15,ACC,0.8733009708737864,clf
LR,rf_shap,15,ACC,0.8679611650485437,clf
LR,rf_shap,15,ACC,0.8659543467702768,clf
LR,rf_shap,20,ACC,0.9024271844660194,clf
LR,rf_shap,20,ACC,0.9053398058252428,clf
LR,rf_shap,20,ACC,0.8956310679611651,clf
LR,rf_shap,20,ACC,0.8951456310679612,clf
LR,rf_shap,20,ACC,0.8984944147644488,clf
LR,rf_shap,25,ACC,0.9087378640776699,clf
LR,rf_shap,25,ACC,0.9072815533980583,clf
LR,rf_shap,25,ACC,0.8956310679611651,clf
LR,rf_shap,25,ACC,0.8936893203883495,clf
LR,rf_shap,25,ACC,0.9009227780475959,clf
LR,rf_shap,50,ACC,0.9281553398058252,clf
LR,rf_shap,50,ACC,0.9300970873786408,clf
LR,rf_shap,50,ACC,0.9184466019417475,clf
LR,rf_shap,50,ACC,0.9169902912621359,clf
LR,rf_shap,50,ACC,0.9150072850898494,clf
LR,rf_shap,100,ACC,0.9368932038834952,clf
LR,rf_shap,100,ACC,0.9432038834951456,clf
LR,rf_shap,100,ACC,0.9310679611650485,clf
LR,rf_shap,100,ACC,0.933009708737864,clf
LR,rf_shap,100,ACC,0.9310344827586207,clf
LR,rf,1,ACC,0.41699029126213594,clf
LR,rf,1,ACC,0.41019417475728154,clf
LR,rf,1,ACC,0.4266990291262136,clf
LR,rf,1,ACC,0.41359223300970877,clf
LR,rf,1,ACC,0.3987372510927635,clf
LR,rf,2,ACC,0.4558252427184466,clf
LR,rf,2,ACC,0.441747572815534,clf
LR,rf,2,ACC,0.44805825242718444,clf
LR,rf,2,ACC,0.4533980582524272,clf
LR,rf,2,ACC,0.44779018941233606,clf
LR,rf,3,ACC,0.46067961165048543,clf
LR,rf,3,ACC,0.45679611650485435,clf
LR,rf,3,ACC,0.4563106796116505,clf
LR,rf,3,ACC,0.46359223300970875,clf
LR,rf,3,ACC,0.46090335114133074,clf
LR,rf,4,ACC,0.46359223300970875,clf
LR,rf,4,ACC,0.46553398058252426,clf
LR,rf,4,ACC,0.4577669902912621,clf
LR,rf,4,ACC,0.46747572815533983,clf
LR,rf,4,ACC,0.4701311316172899,clf
LR,rf,5,ACC,0.5004854368932039,clf
LR,rf,5,ACC,0.49223300970873785,clf
LR,rf,5,ACC,0.48349514563106794,clf
LR,rf,5,ACC,0.49902912621359224,clf
LR,rf,5,ACC,0.5021855269548324,clf
LR,rf,10,ACC,0.6218446601941747,clf
LR,rf,10,ACC,0.620873786407767,clf
LR,rf,10,ACC,0.6121359223300971,clf
LR,rf,10,ACC,0.6106796116504855,clf
LR,rf,10,ACC,0.6061194754735308,clf
LR,rf,15,ACC,0.8174757281553398,clf
LR,rf,15,ACC,0.8199029126213592,clf
LR,rf,15,ACC,0.8184466019417476,clf
LR,rf,15,ACC,0.8150485436893203,clf
LR,rf,15,ACC,0.8023312287518213,clf
LR,rf,20,ACC,0.8980582524271845,clf
LR,rf,20,ACC,0.8878640776699029,clf
LR,rf,20,ACC,0.8878640776699029,clf
LR,rf,20,ACC,0.8820388349514563,clf
LR,rf,20,ACC,0.8703254006799417,clf
LR,rf,25,ACC,0.9155339805825242,clf
LR,rf,25,ACC,0.904368932038835,clf
LR,rf,25,ACC,0.9048543689320389,clf
LR,rf,25,ACC,0.9019417475728155,clf
LR,rf,25,ACC,0.8955803788246721,clf
LR,rf,50,ACC,0.9281553398058252,clf
LR,rf,50,ACC,0.9276699029126214,clf
LR,rf,50,ACC,0.9179611650485436,clf
LR,rf,50,ACC,0.9155339805825242,clf
LR,rf,50,ACC,0.9169499757163672,clf
LR,rf,100,ACC,0.9373786407766991,clf
LR,rf,100,ACC,0.9393203883495146,clf
LR,rf,100,ACC,0.9325242718446602,clf
LR,rf,100,ACC,0.9305825242718446,clf
LR,rf,100,ACC,0.932491500728509,clf
LR,wv_rf,1,ACC,0.41699029126213594,clf
LR,wv_rf,1,ACC,0.41019417475728154,clf
LR,wv_rf,1,ACC,0.4266990291262136,clf
LR,wv_rf,1,ACC,0.41359223300970877,clf
LR,wv_rf,1,ACC,0.3987372510927635,clf
LR,wv_rf,2,ACC,0.7194174757281553,clf
LR,wv_rf,2,ACC,0.7087378640776699,clf
LR,wv_rf,2,ACC,0.7160194174757282,clf
LR,wv_rf,2,ACC,0.7203883495145631,clf
LR,wv_rf,2,ACC,0.7115104419621175,clf
LR,wv_rf,3,ACC,0.7747572815533981,clf
LR,wv_rf,3,ACC,0.7655339805825243,clf
LR,wv_rf,3,ACC,0.7563106796116504,clf
LR,wv_rf,3,ACC,0.7631067961165049,clf
LR,wv_rf,3,ACC,0.7659057795046139,clf
LR,wv_rf,4,ACC,0.7699029126213592,clf
LR,wv_rf,4,ACC,0.7611650485436893,clf
LR,wv_rf,4,ACC,0.7543689320388349,clf
LR,wv_rf,4,ACC,0.762621359223301,clf
LR,wv_rf,4,ACC,0.7561923263720253,clf
LR,wv_rf,5,ACC,0.7771844660194175,clf
LR,wv_rf,5,ACC,0.7592233009708738,clf
LR,wv_rf,5,ACC,0.7563106796116504,clf
LR,wv_rf,5,ACC,0.7728155339805826,clf
LR,wv_rf,5,ACC,0.7620203982515784,clf
LR,wv_rf,10,ACC,0.8213592233009709,clf
LR,wv_rf,10,ACC,0.8092233009708738,clf
LR,wv_rf,10,ACC,0.8101941747572815,clf
LR,wv_rf,10,ACC,0.8106796116504854,clf
LR,wv_rf,10,ACC,0.8130160271976687,clf
LR,wv_rf,15,ACC,0.8563106796116505,clf
LR,wv_rf,15,ACC,0.845631067961165,clf
LR,wv_rf,15,ACC,0.8364077669902913,clf
LR,wv_rf,15,ACC,0.8514563106796117,clf
LR,wv_rf,15,ACC,0.847013113161729,clf
LR,wv_rf,20,ACC,0.9087378640776699,clf
LR,wv_rf,20,ACC,0.903883495145631,clf
LR,wv_rf,20,ACC,0.9009708737864077,clf
LR,wv_rf,20,ACC,0.9014563106796116,clf
